Faroese,Icelandic,0.085
Icelandic,Faroese,0.085
German,English,0.086
Danish,German,0.086
English,German,0.086
German,Faroese,0.086
German,Norwegian,0.086
Danish,Afrikaans,0.086
Norwegian,German,0.086
Norwegian,Afrikaans,0.086
Afrikaans,Norwegian,0.086
Afrikaans,Faroese,0.086
Faroese,Afrikaans,0.086
Faroese,German,0.086
Afrikaans,Danish,0.086
German,Danish,0.086
Dutch,Spanish,0.088
Portuguese,Dutch,0.088
Dutch,Portuguese,0.088
Dutch,Icelandic,0.088
Icelandic,Dutch,0.088
Spanish,Dutch,0.088
Spanish,Italian,0.091
Italian,Spanish,0.091
Romanian,Italian,0.094
Spanish,Siciliano,0.094
Siciliano,Spanish,0.094
Italian,Romanian,0.094
Evenki,Kirghiz,0.095
Turkish,Evenki,0.095
Turkish,Even_2,0.095
Turkish,Even_1,0.095
Even_1,Kazakh,0.095
Kazakh,Evenki,0.095
Kazakh,Buryat,0.095
Even_1,Kirghiz,0.095
Even_1,Turkish,0.095
Evenki,Turkish,0.095
Buryat,Turkish,0.095
Kirghiz,Evenki,0.095
Kirghiz,Even_2,0.095
Kirghiz,Even_1,0.095
Buryat,Kirghiz,0.095
Kirghiz,Buryat,0.095
Turkish,Buryat,0.095
Evenki,Kazakh,0.095
Kazakh,Even_2,0.095
Kazakh,Even_1,0.095
Buryat,Kazakh,0.095
Even_2,Kirghiz,0.095
Even_2,Turkish,0.095
Even_2,Kazakh,0.095
Korean,Japanese,0.097
Romanian,Calabrese_Northern,0.097
Calabrese_Northern,Romanian,0.097
Japanese,Korean,0.097
French,Spanish,0.098
Italian,French,0.098
Uzbek,Even_1,0.098
Even_2,Uzbek,0.098
Uzbek,Even_2,0.098
Khanty,Hungarian,0.098
Uzbek,Evenki,0.098
Spanish,French,0.098
Evenki,Uzbek,0.098
Hungarian,Khanty,0.098
French,Italian,0.098
Even_1,Uzbek,0.098
Siciliano,French,0.1
French,Siciliano,0.1
Polish,Greek_Cypriot,0.102
Polish,Greek,0.102
Russian,Greek_Cypriot,0.102
Russian,Greek,0.102
Serbo-Croatian,Greek,0.102
Greek,Slovenian,0.102
Serbo-Croatian,Greek_Cypriot,0.102
Greek,Polish,0.102
Slovenian,Greek,0.102
Greek_Cypriot,Serbo-Croatian,0.102
Slovenian,Greek_Cypriot,0.102
Greek_Cypriot,Slovenian,0.102
Greek,Russian,0.102
Greek_Cypriot,Polish,0.102
Greek_Cypriot,Russian,0.102
Greek,Serbo-Croatian,0.102
German,Greek,0.103
Greek,German,0.103
Greek_Cypriot,German,0.103
German,Greek_Cypriot,0.103
Khanty,Yakut,0.103
Yakut,Khanty,0.103
Polish,Bulgarian,0.104
Polish,German,0.104
Bulgarian,Polish,0.104
Russian,Icelandic,0.104
Polish,Icelandic,0.104
Icelandic,Polish,0.104
Icelandic,Russian,0.104
German,Polish,0.104
German,Russian,0.104
Russian,German,0.104
Faroese,Italian,0.107
Norwegian,Italian,0.107
Icelandic,Afrikaans,0.107
Portuguese,German,0.107
English,Icelandic,0.107
Portuguese,Afrikaans,0.107
Afrikaans,Spanish,0.107
German,Portuguese,0.107
Afrikaans,Icelandic,0.107
Italian,Danish,0.107
Danish,Italian,0.107
Italian,Norwegian,0.107
Afrikaans,Portuguese,0.107
Italian,Faroese,0.107
Icelandic,English,0.107
Spanish,Afrikaans,0.107
Spanish,German,0.107
German,Spanish,0.107
Serbo-Croatian,Dutch,0.109
Marathi,Pashto,0.109
Spanish,Pashto,0.109
Calabrese_Northern,Portuguese,0.109
Serbo-Croatian,Faroese,0.109
Dutch,Siciliano,0.109
Serbo-Croatian,Danish,0.109
Russian,Danish,0.109
Dutch,Slovenian,0.109
Pashto,Spanish,0.109
Dutch,Polish,0.109
Faroese,Serbo-Croatian,0.109
Faroese,Slovenian,0.109
Faroese,Polish,0.109
Faroese,Russian,0.109
Pashto,Marathi,0.109
Norwegian,Russian,0.109
Norwegian,Polish,0.109
Norwegian,Slovenian,0.109
Dutch,Russian,0.109
Dutch,Serbo-Croatian,0.109
Serbo-Croatian,Norwegian,0.109
Siciliano,Dutch,0.109
Norwegian,Serbo-Croatian,0.109
Danish,Polish,0.109
Spanish,Calabrese_Northern,0.109
Slovenian,Norwegian,0.109
Polish,Faroese,0.109
Danish,Slovenian,0.109
Danish,Russian,0.109
Danish,Serbo-Croatian,0.109
Slovenian,Faroese,0.109
Slovenian,Danish,0.109
Russian,Dutch,0.109
Polish,Dutch,0.109
Russian,Norwegian,0.109
Calabrese_Northern,Spanish,0.109
Portuguese,Calabrese_Northern,0.109
Slovenian,Dutch,0.109
Polish,Danish,0.109
Polish,Norwegian,0.109
Russian,Faroese,0.109
Siciliano,English,0.111
English,Siciliano,0.111
Calabrese_Northern,Greek_Calabria,0.113
Romanian,Siciliano,0.113
German,Greek_Calabria,0.113
Greek_Calabria,Calabrese_Northern,0.113
Greek_Calabria,German,0.113
Siciliano,Romanian,0.113
Norwegian,Pashto,0.114
Pashto,Danish,0.114
Pashto,Dutch,0.114
Pashto,Faroese,0.114
Pashto,Norwegian,0.114
Dutch,Pashto,0.114
Danish,Pashto,0.114
Faroese,Pashto,0.114
French,Pashto,0.114
Pashto,French,0.114
Even_2,Yakut,0.119
Yakut,Evenki,0.119
Yakut,Even_2,0.119
Even_1,Yakut,0.119
Yakut,Even_1,0.119
Evenki,Yakut,0.119
Yakut,Buryat,0.119
Buryat,Yakut,0.119
Danish,Romanian,0.121
Romanian,Danish,0.121
Kazakh,Mari,0.122
Kirghiz,Mari,0.122
Finnish,Udmurt,0.122
Finnish,Mari,0.122
Mari,Kirghiz,0.122
Mari,Kazakh,0.122
Mari,Khanty,0.122
Turkish,Mari,0.122
Mari,Finnish,0.122
Khanty,Mari,0.122
Udmurt,Finnish,0.122
Mari,Turkish,0.122
Greek,Dutch,0.123
Dutch,Italian,0.123
Dutch,Greek,0.123
Dutch,Greek_Cypriot,0.123
Italian,Dutch,0.123
Greek_Cypriot,Dutch,0.123
Icelandic,Irish,0.125
Faroese,Spanish,0.125
Spanish,Faroese,0.125
Italian,English,0.125
German,Welsh,0.125
Spanish,Danish,0.125
Portuguese,Romanian,0.125
Uzbek,Buryat,0.125
Spanish,English,0.125
Portuguese,English,0.125
Greek,English,0.125
Portuguese,Danish,0.125
Portuguese,Faroese,0.125
Spanish,Romanian,0.125
Portuguese,Norwegian,0.125
Icelandic,Welsh,0.125
Irish,Icelandic,0.125
Irish,German,0.125
Norwegian,Portuguese,0.125
Romanian,Spanish,0.125
German,Irish,0.125
Spanish,Norwegian,0.125
Greek_Cypriot,English,0.125
Danish,Spanish,0.125
Norwegian,Spanish,0.125
English,Italian,0.125
English,Spanish,0.125
English,Portuguese,0.125
Danish,Portuguese,0.125
Buryat,Uzbek,0.125
English,Greek_Cypriot,0.125
English,Greek,0.125
Faroese,Portuguese,0.125
Welsh,German,0.125
Romanian,Portuguese,0.125
Welsh,Icelandic,0.125
Khanty,Turkish,0.128
Uzbek,Mari,0.128
Kirghiz,Khanty,0.128
Khanty,Kazakh,0.128
Khanty,Kirghiz,0.128
Mari,Uzbek,0.128
Italian,Polish,0.128
Polish,Italian,0.128
Kazakh,Khanty,0.128
Turkish,Khanty,0.128
Siciliano,Greek_Calabria,0.129
Greek_Calabria,Siciliano,0.129
Polish,Siciliano,0.13
Afrikaans,Siciliano,0.13
Polish,Spanish,0.13
Polish,Portuguese,0.13
Danish,Siciliano,0.13
Norwegian,Siciliano,0.13
Norwegian,Calabrese_Northern,0.13
Faroese,Siciliano,0.13
Dutch,French,0.13
Faroese,Calabrese_Northern,0.13
German,Siciliano,0.13
Polish,Calabrese_Northern,0.13
Danish,Calabrese_Northern,0.13
Calabrese_Northern,Danish,0.13
Siciliano,Faroese,0.13
Siciliano,Afrikaans,0.13
Pashto,Romanian,0.13
Romanian,Pashto,0.13
Pashto,Portuguese,0.13
Siciliano,Danish,0.13
Siciliano,Norwegian,0.13
Siciliano,Polish,0.13
French,Dutch,0.13
Portuguese,Pashto,0.13
Calabrese_Northern,Polish,0.13
Siciliano,German,0.13
Pashto,Hindi,0.13
Calabrese_Northern,Norwegian,0.13
Portuguese,Polish,0.13
Calabrese_Northern,Faroese,0.13
Hindi,Pashto,0.13
Spanish,Polish,0.13
Dutch,Greek_Calabria,0.132
English,French,0.132
French,English,0.132
Greek_Calabria,Dutch,0.132
English,Polish,0.133
Arabic,Hebrew,0.133
Hebrew,Arabic,0.133
French,Romanian,0.133
Serbo-Croatian,English,0.133
Romanian,French,0.133
Serbo-Croatian,Greek_Calabria,0.133
Greek_Cypriot,Pashto,0.133
Greek,Pashto,0.133
Pashto,Greek_Cypriot,0.133
Pashto,Greek,0.133
English,Serbo-Croatian,0.133
English,Slovenian,0.133
Serbo-Croatian,Afrikaans,0.133
Slovenian,Greek_Calabria,0.133
English,Russian,0.133
Greek_Calabria,Serbo-Croatian,0.133
Afrikaans,Polish,0.133
Greek_Calabria,Slovenian,0.133
Slovenian,Afrikaans,0.133
Afrikaans,Slovenian,0.133
Afrikaans,Russian,0.133
Russian,Afrikaans,0.133
Greek_Calabria,Polish,0.133
Russian,English,0.133
Russian,Greek_Calabria,0.133
Greek_Calabria,Russian,0.133
Afrikaans,Serbo-Croatian,0.133
Polish,Afrikaans,0.133
Polish,English,0.133
Slovenian,English,0.133
Polish,Greek_Calabria,0.133
Udmurt,Estonian,0.135
Estonian,Udmurt,0.135
Estonian,Mari,0.135
Greek_Calabria,English,0.135
Uzbek,Khanty,0.135
English,Greek_Calabria,0.135
Khanty,Uzbek,0.135
Mari,Estonian,0.135
Slovenian,Irish,0.136
Hindi,Spanish,0.136
Slovenian,Welsh,0.136
Bulgarian,Pashto,0.136
Irish,Slovenian,0.136
Russian,Irish,0.136
Polish,Irish,0.136
Norwegian,Romanian,0.136
Romanian,Norwegian,0.136
Spanish,Hindi,0.136
Serbo-Croatian,Welsh,0.136
Serbo-Croatian,Irish,0.136
Irish,Serbo-Croatian,0.136
Irish,Polish,0.136
Pashto,Bulgarian,0.136
Welsh,Serbo-Croatian,0.136
Welsh,Slovenian,0.136
Welsh,Polish,0.136
Welsh,Russian,0.136
Russian,Welsh,0.136
Irish,Russian,0.136
Polish,Welsh,0.136
Romanian,Faroese,0.138
Faroese,Romanian,0.138
Romanian,Greek_Calabria,0.138
Greek_Calabria,Romanian,0.138
Bulgarian,Dutch,0.138
Dutch,Bulgarian,0.138
English,Pashto,0.14
Afrikaans,Pashto,0.14
Pashto,Icelandic,0.14
Pashto,German,0.14
Icelandic,Pashto,0.14
Pashto,English,0.14
German,Pashto,0.14
French,Hindi,0.14
Pashto,Afrikaans,0.14
Hindi,French,0.14
Bulgarian,Siciliano,0.14
Siciliano,Bulgarian,0.14
Dutch,Romanian,0.143
Afrikaans,Italian,0.143
Telugu,Marathi,0.143
Telugu,Hindi,0.143
German,Italian,0.143
Danish,Hindi,0.143
Faroese,Greek_Cypriot,0.143
Buryat,Yukaghir,0.143
Dutch,Hindi,0.143
Dutch,Welsh,0.143
Dutch,Irish,0.143
Italian,Afrikaans,0.143
Italian,German,0.143
Danish,Greek_Cypriot,0.143
Danish,Greek,0.143
Yukaghir,Buryat,0.143
Faroese,Greek,0.143
Tamil,Marathi,0.143
Norwegian,Hindi,0.143
Greek_Cypriot,Danish,0.143
Hindi,Tamil,0.143
Greek_Cypriot,Afrikaans,0.143
Hindi,Norwegian,0.143
Hindi,Faroese,0.143
Hindi,Danish,0.143
Hindi,Dutch,0.143
Greek_Cypriot,Faroese,0.143
Marathi,Telugu,0.143
Marathi,Tamil,0.143
Welsh,Dutch,0.143
Greek,Norwegian,0.143
Greek,Faroese,0.143
Greek,Danish,0.143
Irish,Dutch,0.143
Greek,Afrikaans,0.143
Afrikaans,Greek,0.143
Tamil,Hindi,0.143
Greek_Cypriot,Norwegian,0.143
Afrikaans,Greek_Cypriot,0.143
Faroese,Hindi,0.143
Norwegian,Greek,0.143
Hindi,Telugu,0.143
Romanian,Dutch,0.143
Norwegian,Greek_Cypriot,0.143
Calabrese_Northern,Dutch,0.145
Dutch,Calabrese_Northern,0.145
Welsh,English,0.145
English,Irish,0.145
English,Welsh,0.145
Irish,English,0.145
Kirghiz,Udmurt,0.146
Udmurt,Khanty,0.146
Yakut,Mari,0.146
Turkish,Udmurt,0.146
Udmurt,Buryat,0.146
Mari,Yakut,0.146
Udmurt,Kazakh,0.146
Udmurt,Turkish,0.146
Kazakh,Udmurt,0.146
Khanty,Udmurt,0.146
Udmurt,Kirghiz,0.146
Buryat,Udmurt,0.146
Greek_Cypriot,Bulgarian,0.148
Calabrese_Northern,German,0.148
Bulgarian,Icelandic,0.148
Greek,Bulgarian,0.148
Bulgarian,Greek_Cypriot,0.148
Calabrese_Northern,English,0.148
Bulgarian,Greek,0.148
Icelandic,Bulgarian,0.148
German,Calabrese_Northern,0.148
English,Calabrese_Northern,0.148
Bulgarian,Norwegian,0.148
Norwegian,Bulgarian,0.148
Italian,Russian,0.149
Slovenian,Italian,0.149
Serbo-Croatian,Italian,0.149
Italian,Pashto,0.149
Pashto,Italian,0.149
Pashto,Siciliano,0.149
Italian,Serbo-Croatian,0.149
Russian,Italian,0.149
Italian,Slovenian,0.149
Siciliano,Pashto,0.149
Even_2,Mari,0.15
Evenki,Mari,0.15
Italian,Greek_Calabria,0.15
French,Calabrese_Northern,0.15
Greek_Calabria,Italian,0.15
Spanish,Greek_Cypriot,0.15
Greek,Spanish,0.15
Spanish,Greek,0.15
Even_1,Mari,0.15
Hungarian,Mari,0.15
Mari,Even_2,0.15
Mari,Evenki,0.15
Calabrese_Northern,French,0.15
Mari,Even_1,0.15
Bulgarian,Danish,0.15
Greek_Cypriot,Spanish,0.15
Mari,Hungarian,0.15
Khanty,Finnish,0.15
Finnish,Khanty,0.15
Danish,Bulgarian,0.15
German,French,0.151
Danish,French,0.151
French,German,0.151
French,Danish,0.151
Norwegian,French,0.151
French,Faroese,0.151
French,Norwegian,0.151
Faroese,French,0.151
Afrikaans,French,0.151
French,Afrikaans,0.151
Portuguese,Serbo-Croatian,0.152
Portuguese,Slovenian,0.152
Siciliano,Serbo-Croatian,0.152
Russian,Spanish,0.152
Russian,Portuguese,0.152
Calabrese_Northern,Slovenian,0.152
Calabrese_Northern,Serbo-Croatian,0.152
Portuguese,Russian,0.152
Russian,Calabrese_Northern,0.152
Siciliano,Slovenian,0.152
Russian,Siciliano,0.152
Siciliano,Russian,0.152
Spanish,Serbo-Croatian,0.152
Calabrese_Northern,Russian,0.152
Serbo-Croatian,Spanish,0.152
Slovenian,Siciliano,0.152
Slovenian,Calabrese_Northern,0.152
Spanish,Russian,0.152
Serbo-Croatian,Calabrese_Northern,0.152
Serbo-Croatian,Portuguese,0.152
Slovenian,Spanish,0.152
Slovenian,Portuguese,0.152
Spanish,Slovenian,0.152
Serbo-Croatian,Siciliano,0.152
Spanish,Bulgarian,0.153
Spanish,Greek_Calabria,0.153
Greek_Calabria,Spanish,0.153
Greek_Calabria,Portuguese,0.153
Portuguese,Greek_Calabria,0.153
Bulgarian,Spanish,0.153
Tamil,Archi,0.154
Uzbek,Udmurt,0.154
Danish,Greek_Calabria,0.154
Archi,Tamil,0.154
Telugu,Archi,0.154
Faroese,Greek_Calabria,0.154
Udmurt,Uzbek,0.154
Telugu,Lak,0.154
Archi,Telugu,0.154
Norwegian,Greek_Calabria,0.154
Tamil,Lak,0.154
Afrikaans,Greek_Calabria,0.154
Greek_Calabria,Danish,0.154
Greek_Calabria,Faroese,0.154
Greek_Calabria,Norwegian,0.154
Lak,Telugu,0.154
Lak,Tamil,0.154
Greek_Calabria,Afrikaans,0.154
Greek,Icelandic,0.155
Icelandic,Greek,0.155
Icelandic,Greek_Cypriot,0.155
Greek_Cypriot,Icelandic,0.155
Pashto,Greek_Calabria,0.156
Hindi,Siciliano,0.156
Greek_Calabria,Pashto,0.156
Siciliano,Hindi,0.156
Italian,Hindi,0.156
Hindi,Italian,0.156
Arabic,Bulgarian,0.158
Bulgarian,English,0.158
Bulgarian,Afrikaans,0.158
Yakut,Hungarian,0.158
Bulgarian,Calabrese_Northern,0.158
Bulgarian,Arabic,0.158
Bulgarian,German,0.158
Uzbek,Yukaghir,0.158
Calabrese_Northern,Bulgarian,0.158
German,Bulgarian,0.158
English,Bulgarian,0.158
Yukaghir,Uzbek,0.158
Hungarian,Yakut,0.158
Afrikaans,Bulgarian,0.158
Marathi,Spanish,0.159
Portuguese,Hindi,0.159
Hindi,Portuguese,0.159
Hindi,Romanian,0.159
Romanian,Hindi,0.159
Spanish,Marathi,0.159
Spanish,Icelandic,0.161
Italian,Icelandic,0.161
Bulgarian,Romanian,0.161
Icelandic,Spanish,0.161
Romanian,Bulgarian,0.161
Greek_Calabria,French,0.161
Icelandic,Portuguese,0.161
Portuguese,Icelandic,0.161
Icelandic,Italian,0.161
French,Greek_Calabria,0.161
French,Marathi,0.163
Greek_Cypriot,Hindi,0.163
Pashto,Welsh,0.163
Welsh,Pashto,0.163
Marathi,French,0.163
Greek,Hindi,0.163
Irish,Pashto,0.163
Hindi,Greek_Cypriot,0.163
Pashto,Irish,0.163
Hindi,Greek,0.163
Greek_Calabria,Irish,0.164
Greek_Calabria,Welsh,0.164
Irish,Norwegian,0.164
Danish,Welsh,0.164
Irish,Greek_Calabria,0.164
Irish,Afrikaans,0.164
Irish,Danish,0.164
Irish,Faroese,0.164
Danish,Irish,0.164
English,Romanian,0.164
Welsh,Afrikaans,0.164
Welsh,Danish,0.164
Romanian,English,0.164
Welsh,Faroese,0.164
Welsh,Norwegian,0.164
Faroese,Irish,0.164
Faroese,Welsh,0.164
Norwegian,Irish,0.164
Norwegian,Welsh,0.164
Romanian,Afrikaans,0.164
Welsh,Greek_Calabria,0.164
Romanian,German,0.164
Afrikaans,Romanian,0.164
Afrikaans,Irish,0.164
Afrikaans,Welsh,0.164
German,Romanian,0.164
Hindi,Bulgarian,0.167
Serbo-Croatian,Hindi,0.167
Greek,Calabrese_Northern,0.167
Marathi,Faroese,0.167
Marathi,Danish,0.167
Faroese,Marathi,0.167
Marathi,Dutch,0.167
Danish,Marathi,0.167
Russian,Hindi,0.167
Polish,Hindi,0.167
Norwegian,Marathi,0.167
Dutch,Marathi,0.167
Icelandic,Calabrese_Northern,0.167
Calabrese_Northern,Greek_Cypriot,0.167
Calabrese_Northern,Greek,0.167
Bulgarian,Hindi,0.167
Hindi,Russian,0.167
Marathi,Norwegian,0.167
Hindi,Slovenian,0.167
Faroese,Bulgarian,0.167
Slovenian,Hindi,0.167
Calabrese_Northern,Afrikaans,0.167
Bulgarian,Faroese,0.167
Hindi,Polish,0.167
Afrikaans,Calabrese_Northern,0.167
Greek_Calabria,Bulgarian,0.167
Calabrese_Northern,Icelandic,0.167
Bulgarian,Greek_Calabria,0.167
Greek_Cypriot,Calabrese_Northern,0.167
Hindi,Serbo-Croatian,0.167
Bulgarian,Italian,0.169
Romanian,Icelandic,0.169
Icelandic,Romanian,0.169
Bulgarian,Portuguese,0.169
Portuguese,Bulgarian,0.169
Italian,Bulgarian,0.169
Irish,French,0.17
Pashto,Calabrese_Northern,0.17
French,Welsh,0.17
French,Irish,0.17
Greek_Calabria,Icelandic,0.17
Calabrese_Northern,Pashto,0.17
Welsh,French,0.17
Icelandic,Greek_Calabria,0.17
Hindi,Icelandic,0.171
Afrikaans,Hindi,0.171
Buryat,Even_1,0.171
Mari,Buryat,0.171
Yakut,Udmurt,0.171
Buryat,Evenki,0.171
Hindi,Afrikaans,0.171
Finnish,Buryat,0.171
Buryat,Finnish,0.171
Buryat,Mari,0.171
Icelandic,Hindi,0.171
Udmurt,Yakut,0.171
English,Hindi,0.171
Buryat,Even_2,0.171
German,Hindi,0.171
Even_2,Buryat,0.171
Evenki,Buryat,0.171
Even_1,Buryat,0.171
Estonian,Hungarian,0.171
Hindi,English,0.171
Hungarian,Estonian,0.171
Hindi,German,0.171
Bulgarian,Irish,0.172
Bulgarian,Welsh,0.172
Irish,Bulgarian,0.172
Welsh,Bulgarian,0.172
Dutch,Telugu,0.175
Evenki,Udmurt,0.175
Norwegian,Tamil,0.175
Greek_Cypriot,Welsh,0.175
Greek_Cypriot,Irish,0.175
Norwegian,Telugu,0.175
Dutch,Tamil,0.175
Faroese,Tamil,0.175
Telugu,Faroese,0.175
Tamil,Dutch,0.175
Greek,Irish,0.175
Telugu,Dutch,0.175
Irish,Greek_Cypriot,0.175
Danish,Tamil,0.175
Danish,Telugu,0.175
Udmurt,Evenki,0.175
Udmurt,Even_2,0.175
Udmurt,Even_1,0.175
Irish,Greek,0.175
Telugu,Norwegian,0.175
Tamil,Faroese,0.175
Udmurt,Hungarian,0.175
Faroese,Telugu,0.175
Even_1,Udmurt,0.175
French,Greek_Cypriot,0.175
Welsh,Greek,0.175
French,Greek,0.175
Welsh,Greek_Cypriot,0.175
Even_2,Udmurt,0.175
Greek,Welsh,0.175
Greek,French,0.175
Greek_Cypriot,French,0.175
Hungarian,Udmurt,0.175
Telugu,Danish,0.175
Tamil,Danish,0.175
Tamil,Norwegian,0.175
Hindi,Calabrese_Northern,0.178
Russian,Romanian,0.178
Italian,Marathi,0.178
Slovenian,Romanian,0.178
Siciliano,Marathi,0.178
Romanian,Russian,0.178
Romanian,Polish,0.178
Marathi,Italian,0.178
Marathi,Siciliano,0.178
Romanian,Slovenian,0.178
Romanian,Serbo-Croatian,0.178
Serbo-Croatian,Romanian,0.178
Polish,Romanian,0.178
Calabrese_Northern,Hindi,0.178
Khanty,Buryat,0.179
Buryat,Telugu,0.179
Buryat,Khanty,0.179
Hungarian,Finnish,0.179
Buryat,Tamil,0.179
Tamil,Buryat,0.179
Finnish,Turkish,0.179
Turkish,Finnish,0.179
Telugu,Buryat,0.179
Finnish,Kirghiz,0.179
Finnish,Kazakh,0.179
Irish,Siciliano,0.179
Finnish,Hungarian,0.179
Siciliano,Irish,0.179
Kazakh,Finnish,0.179
Kirghiz,Finnish,0.179
Siciliano,Welsh,0.179
Welsh,Siciliano,0.179
Italian,Greek,0.18
Italian,Greek_Cypriot,0.18
Greek,Italian,0.18
Greek_Cypriot,Italian,0.18
Cantonese,Hindi,0.182
Mandarin,Hindi,0.182
Hebrew,Irish,0.182
Pashto,Polish,0.182
Pashto,Slovenian,0.182
Hebrew,Welsh,0.182
Romanian,Marathi,0.182
Serbo-Croatian,Pashto,0.182
Hindi,Cantonese,0.182
Hindi,Mandarin,0.182
Pashto,Russian,0.182
Pashto,Serbo-Croatian,0.182
Russian,Pashto,0.182
Polish,Pashto,0.182
Marathi,Romanian,0.182
Marathi,Portuguese,0.182
Irish,Hebrew,0.182
Welsh,Hebrew,0.182
Slovenian,Pashto,0.182
Portuguese,Marathi,0.182
Greek_Cypriot,Portuguese,0.183
Greek,Portuguese,0.183
Siciliano,Greek,0.183
Portuguese,Greek_Cypriot,0.183
Greek_Cypriot,Siciliano,0.183
Siciliano,Greek_Cypriot,0.183
Portuguese,Greek,0.183
Greek,Siciliano,0.183
Kirghiz,Hungarian,0.184
Turkish,Hungarian,0.184
Turkish,Yukaghir,0.184
Hindi,Lak,0.184
Archi,Hindi,0.184
Yukaghir,Kazakh,0.184
Yukaghir,Kirghiz,0.184
Archi,Marathi,0.184
Lak,Hindi,0.184
Hungarian,Kazakh,0.184
Lak,Marathi,0.184
Hungarian,Kirghiz,0.184
Hungarian,Turkish,0.184
Kirghiz,Yukaghir,0.184
Yukaghir,Turkish,0.184
Marathi,Lak,0.184
Hindi,Archi,0.184
Kazakh,Hungarian,0.184
Kazakh,Yukaghir,0.184
Marathi,Archi,0.184
Calabrese_Northern,Hebrew,0.185
Calabrese_Northern,Arabic,0.185
Arabic,Calabrese_Northern,0.185
Hebrew,Calabrese_Northern,0.185
Icelandic,Siciliano,0.185
Hebrew,Italian,0.185
Siciliano,Icelandic,0.185
Japanese,Pashto,0.185
Italian,Hebrew,0.185
Pashto,Japanese,0.185
Romanian,Greek_Cypriot,0.186
Marathi,Greek,0.186
Greek_Cypriot,Marathi,0.186
Marathi,Greek_Cypriot,0.186
Greek_Cypriot,Romanian,0.186
Greek_Calabria,Hindi,0.186
